Month;Inflation_mean;Inflation_std;Inflation_p05;Inflation_p95;Unemployment_mean;Unemployment_std;Unemployment_p05;Unemployment_p95;TotalAdoption_mean;TotalAdoption_std;TotalAdoption_p05;TotalAdoption_p95;ExRate_mean;ExRate_std;ExRate_p05;ExRate_p95;MarketWage_mean;MarketWage_std;MarketWage_p05;MarketWage_p95;GovDebt_mean;GovDebt_std;GovDebt_p05;GovDebt_p95;NPL_mean;NPL_std;NPL_p05;NPL_p95;RefRate_mean;RefRate_std;RefRate_p05;RefRate_p95;PriceLevel_mean;PriceLevel_std;PriceLevel_p05;PriceLevel_p95;AutoRatio_mean;AutoRatio_std;AutoRatio_p05;AutoRatio_p95;HybridRatio_mean;HybridRatio_std;HybridRatio_p05;HybridRatio_p95;BPO_Auto_mean;BPO_Auto_std;BPO_Auto_p05;BPO_Auto_p95;Manuf_Auto_mean;Manuf_Auto_std;Manuf_Auto_p05;Manuf_Auto_p95;Retail_Auto_mean;Retail_Auto_std;Retail_Auto_p05;Retail_Auto_p95;Health_Auto_mean;Health_Auto_std;Health_Auto_p05;Health_Auto_p95;Public_Auto_mean;Public_Auto_std;Public_Auto_p05;Public_Auto_p95;Agri_Auto_mean;Agri_Auto_std;Agri_Auto_p05;Agri_Auto_p95;EffectiveBDP_mean;EffectiveBDP_std;EffectiveBDP_p05;EffectiveBDP_p95;BPO_Sigma_mean;BPO_Sigma_std;BPO_Sigma_p05;BPO_Sigma_p95;Manuf_Sigma_mean;Manuf_Sigma_std;Manuf_Sigma_p05;Manuf_Sigma_p95;Retail_Sigma_mean;Retail_Sigma_std;Retail_Sigma_p05;Retail_Sigma_p95;Health_Sigma_mean;Health_Sigma_std;Health_Sigma_p05;Health_Sigma_p95;Public_Sigma_mean;Public_Sigma_std;Public_Sigma_p05;Public_Sigma_p95;Agri_Sigma_mean;Agri_Sigma_std;Agri_Sigma_p05;Agri_Sigma_p95;MeanDegree_mean;MeanDegree_std;MeanDegree_p05;MeanDegree_p95
11;-0,006237;0,000755;-0,007483;-0,004550;0,003059;0,000622;0,002030;0,004190;0,006375;0,001617;0,003601;0,008403;4,335658;0,000528;4,334702;4,336409;8274,352367;3,919850;8268,885677;8281,059745;-807552661,137277;1622721,304829;-810332325,495221;-805152790,128183;0,020196;0,013246;0,003667;0,053205;0,040463;0,000010;0,040448;0,040478;0,995435;0,000441;0,994691;0,996421;0,001490;0,000698;0,000400;0,002401;0,004885;0,001134;0,003101;0,006701;0,024706;0,009606;0,010000;0,043333;0,009004;0,002304;0,005000;0,013133;0,009277;0,002773;0,004446;0,013336;0,000333;0,000667;0,000000;0,001667;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000
12;-0,006849;0,000867;-0,008357;-0,004904;0,003474;0,000782;0,002030;0,004920;0,007239;0,001751;0,004201;0,009504;4,336401;0,000574;4,335326;4,337331;8272,984825;4,718645;8266,067641;8281,178992;-881161963,066499;1780598,534206;-884169805,741428;-878471440,646106;0,018969;0,011158;0,005625;0,044264;0,040365;0,000011;0,040349;0,040387;0,994748;0,000532;0,993829;0,995946;0,001684;0,000819;0,000500;0,003201;0,005555;0,001146;0,003801;0,007201;0,028945;0,011752;0,013333;0,050000;0,010193;0,002549;0,005000;0,015009;0,010485;0,002910;0,005778;0,015114;0,000389;0,000705;0,000000;0,001667;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000
13;-0,007423;0,000990;-0,009217;-0,005204;0,003940;0,000951;0,002080;0,005620;0,008183;0,001931;0,004701;0,010405;4,337181;0,000610;4,336021;4,338224;8271,142788;5,642995;8262,566135;8281,129305;-954851797,448568;1935140,546573;-958063228,075828;-951859176,848865;0,019308;0,011112;0,004390;0,040420;0,040299;0,000011;0,040282;0,040319;0,994022;0,000634;0,992892;0,995456;0,001921;0,000900;0,000600;0,003701;0,006262;0,001243;0,004302;0,008002;0,033416;0,012208;0,016667;0,056667;0,011466;0,002667;0,005625;0,016896;0,011820;0,003374;0,006225;0,016896;0,000500;0,000877;0,000000;0,001667;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000
14;-0,007984;0,001119;-0,009997;-0,005510;0,004461;0,001071;0,002320;0,006240;0,009221;0,002071;0,005702;0,011906;4,338000;0,000631;4,336773;4,339026;8268,779232;6,634867;8258,461292;8280,841122;-1028623840,786771;2089643,207169;-1032044406,375214;-1025337434,177775;0,020342;0,011584;0,003769;0,040934;0,040255;0,000011;0,040238;0,040275;0,993252;0,000748;0,991898;0,994939;0,002184;0,000986;0,000700;0,004202;0,007036;0,001275;0,005003;0,008705;0,037452;0,013260;0,023333;0,063333;0,013365;0,002573;0,008750;0,018136;0,013184;0,003634;0,006670;0,018675;0,000500;0,000877;0,000000;0,001667;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000
15;-0,008543;0,001256;-0,010761;-0,005852;0,005037;0,001192;0,002800;0,006980;0,010268;0,002227;0,006203;0,013107;4,338817;0,000663;4,337530;4,339921;8265,842686;7,712183;8253,635047;8280,075972;-1102478623,911084;2242832,978900;-1106118616,046546;-1098915546,920131;0,019101;0,010302;0,006512;0,036573;0,040223;0,000011;0,040206;0,040243;0,992437;0,000874;0,990861;0,994388;0,002461;0,001101;0,000700;0,004502;0,007807;0,001344;0,005503;0,009305;0,041365;0,013567;0,023569;0,066667;0,014700;0,002702;0,009375;0,019387;0,014778;0,003921;0,007337;0,020898;0,000500;0,000877;0,000000;0,001667;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000
16;-0,009129;0,001396;-0,011537;-0,006306;0,005603;0,001283;0,003300;0,007570;0,011439;0,002323;0,006903;0,014907;4,339697;0,000707;4,338314;4,340902;8262,357556;8,871814;8248,247074;8278,794216;-1176416780,033790;2402911,513113;-1180249070,945075;-1172570384,096086;0,017497;0,008560;0,005633;0,030374;0,040205;0,000012;0,040187;0,040228;0,991569;0,001010;0,989759;0,993778;0,002871;0,001235;0,000900;0,005003;0,008568;0,001329;0,006003;0,010207;0,047301;0,014401;0,030000;0,070000;0,016347;0,002697;0,011257;0,020664;0,016402;0,004304;0,007559;0,023121;0,000500;0,000877;0,000000;0,001667;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000
17;-0,009744;0,001542;-0,012342;-0,006889;0,006278;0,001382;0,003660;0,008300;0,012591;0,002465;0,007804;0,016211;4,340589;0,000770;4,339146;4,341792;8258,216472;10,121413;8242,159868;8276,688091;-1250448144,222680;2571424,302272;-1254485424,783417;-1246331792,308124;0,016846;0,006636;0,004768;0,026825;0,040193;0,000014;0,040173;0,040219;0,990646;0,001159;0,988586;0,993094;0,003275;0,001379;0,001101;0,005702;0,009315;0,001358;0,006703;0,011108;0,050879;0,014908;0,030000;0,073333;0,018455;0,003112;0,012508;0,022514;0,017975;0,004600;0,008891;0,025573;0,000500;0,000877;0,000000;0,001669;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000
18;-0,010385;0,001689;-0,013133;-0,007362;0,006956;0,001504;0,004100;0,009240;0,013839;0,002565;0,008604;0,017814;4,341477;0,000789;4,339910;4,342721;8253,420093;11,472135;8235,424375;8274,244991;-1324556222,039222;2739986,154566;-1329014054,575610;-1320200699,587276;0,016549;0,006720;0,003896;0,026389;0,040184;0,000013;0,040166;0,040209;0,989665;0,001319;0,987352;0,992333;0,003656;0,001476;0,001101;0,006302;0,010183;0,001390;0,007504;0,011906;0,055138;0,015099;0,033333;0,077181;0,020334;0,003455;0,015635;0,025016;0,019792;0,004881;0,010227;0,027135;0,000556;0,000994;0,000000;0,003333;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000
19;-0,011079;0,001853;-0,013975;-0,007760;0,007666;0,001601;0,004480;0,010220;0,015157;0,002788;0,009205;0,019416;4,342431;0,000844;4,340758;4,343847;8247,941481;12,909632;8228,032258;8271,891795;-1398738353,439377;2907821,776642;-1403687103,584143;-1394152306,165739;0,016299;0,006110;0,004210;0,026973;0,040182;0,000015;0,040159;0,040213;0,988618;0,001494;0,986041;0,991508;0,004160;0,001624;0,001301;0,006907;0,010998;0,001449;0,008004;0,013110;0,060524;0,015781;0,036667;0,083612;0,022505;0,003622;0,018125;0,028768;0,021595;0,005272;0,011561;0,029582;0,000556;0,000994;0,000000;0,003333;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000
20;-0,011828;0,002030;-0,015028;-0,008196;0,008460;0,001754;0,004970;0,011100;0,016499;0,002914;0,010903;0,020715;4,343397;0,000869;4,341778;4,344750;8241,701521;14,459340;8219,738401;8269,271260;-1472995983,921428;3074582,938067;-1478451257,068842;-1468185838,081245;0,015156;0,005980;0,006417;0,030515;0,040180;0,000016;0,040159;0,040207;0,987500;0,001685;0,984604;0,990655;0,004710;0,001773;0,001801;0,007505;0,011789;0,001469;0,008604;0,013610;0,065381;0,016020;0,040000;0,090301;0,024863;0,003583;0,018750;0,031895;0,023368;0,005586;0,013117;0,031792;0,000945;0,001407;0,000000;0,003339;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000
21;-0,012658;0,002202;-0,016186;-0,008756;0,009270;0,001862;0,005980;0,012030;0,018008;0,002938;0,012506;0,022416;4,344413;0,000901;4,342948;4,345747;8234,688751;16,113678;8210,101580;8265,947013;-1547326305,443240;3242857,529217;-1553263440,322030;-1542367120,104609;0,015114;0,005537;0,006862;0,030664;0,040183;0,000017;0,040156;0,040210;0,986299;0,001888;0,983054;0,989723;0,005404;0,001922;0,002202;0,008406;0,012604;0,001422;0,009505;0,014210;0,070319;0,015838;0,047138;0,096990;0,027264;0,003414;0,023125;0,033771;0,025529;0,005737;0,014451;0,034245;0,001056;0,001521;0,000000;0,005000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000
22;-0,013552;0,002370;-0,017497;-0,009408;0,010233;0,001918;0,006740;0,013070;0,019445;0,003190;0,013815;0,024532;4,345411;0,000977;4,343652;4,346848;8226,756727;17,778879;8199,490845;8261,334615;-1621724021,267199;3410370,805608;-1628109263,238436;-1616698029,335288;0,016203;0,006189;0,007883;0,028161;0,040183;0,000021;0,040147;0,040223;0,985014;0,002101;0,981370;0,988792;0,006039;0,002061;0,002603;0,009708;0,013406;0,001553;0,009706;0,015614;0,073467;0,015948;0,050167;0,096990;0,029753;0,003973;0,025047;0,036967;0,027602;0,006214;0,017790;0,038025;0,001278;0,001533;0,000000;0,005000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000
23;-0,014529;0,002577;-0,018955;-0,010187;0,011178;0,002069;0,007760;0,014590;0,021029;0,003505;0,014809;0,026426;4,346464;0,001066;4,344500;4,348046;8217,928244;19,525049;8187,408075;8255,842479;-1696163206,498930;3584759,416586;-1702709852,128500;-1691110345,393979;0,016571;0,006393;0,006725;0,030590;0,040186;0,000022;0,040152;0,040224;0,983635;0,002334;0,979539;0,987803;0,006797;0,002318;0,002903;0,011209;0,014232;0,001671;0,010506;0,016824;0,078987;0,016809;0,053872;0,107383;0,032264;0,004283;0,026316;0,040025;0,029793;0,006728;0,019355;0,042250;0,001834;0,001942;0,000000;0,006667;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000
